93294 196880
16466 16467 27
16467 92084 13
92084 16468 10
16468 92085 8
92085 16469 23
16469 16835 34
16835 92086 11
92086 92087 15
92087 16836 11
16836 92088 21
92088 16837 11
16837 16838 37
16838 59132 183
59132 16839 3
16839 16840 85
16840 16841 61
16841 16842 13
16842 66555 4
66555 66564 7
66564 7784 9
7792 66561 10
66561 7792 10
7784 7792 7
7792 7784 7
28050 82648 3
82648 71042 17
71042 29354 37
29354 29355 7
29355 5374 17
56107 79796 4
79796 56108 40
56108 59054 4
59054 56510 6
56510 45680 6
79796 56107 4
56108 79796 40
59054 56108 4
56510 59054 6
45680 56510 6
6257 6437 159
6437 6257 159
1565 1566 68
1566 1567 75
1567 17212 9
17212 1568 11
1568 73000 9
73000 1569 29
1569 72997 25
72997 72998 25
72998 1570 20
1570 17215 28
1566 1565 68
1567 1566 75
17212 1567 9
1568 17212 11
73000 1568 9
1569 73000 29
72997 1569 25
72998 72997 25
1570 72998 20
17215 1570 28
59065 59066 8
59066 59067 5
59067 59068 65
59068 59069 15
59069 59070 63
59070 14901 9
59066 59065 8
59067 59066 5
59068 59067 65
59069 59068 15
59070 59069 63
14901 59070 9
21383 45691 47
45691 45692 12
45692 43616 12
43616 39088 6
39088 35532 6
35532 45690 8
45690 21384 22
21384 21385 68
21385 21386 42
21386 39086 4
39086 45333 13
45333 42672 6
42672 21387 4
21387 24997 10
24997 57426 8
57426 48972 6
48972 29072 7
29072 43620 7
43620 71153 3
71153 24999 3
45691 21383 47
45692 45691 12
43616 45692 12
39088 43616 6
35532 39088 6
45690 35532 8
21384 45690 22
21385 21384 68
21386 21385 42
39086 21386 4
45333 39086 13
42672 45333 6
21387 42672 4
24997 21387 10
57426 24997 8
48972 57426 6
29072 48972 7
43620 29072 7
71153 43620 3
24999 71153 3
59085 90860 4
90860 32283 6
32283 44919 4
44919 90861 5
90861 6091 4
90860 59085 4
32283 90860 6
44919 32283 4
90861 44919 5
6091 90861 4
39379 39380 8
39380 39381 3
39381 39382 20
39382 41164 6
41164 39383 38
39380 39379 8
39381 39380 3
39382 39381 20
41164 39382 6
39383 41164 38
39385 39384 5
39384 39382 45
39384 39385 5
39382 39384 45
59086 41154 3
41154 41155 9
41155 41157 14
41157 41158 3
41158 39397 49
39397 39396 4
39396 39399 49
41154 59086 3
41155 41154 9
41157 41155 14
41158 41157 3
39397 41158 49
39396 39397 4
39399 39396 49
59087 59088 39
59088 59087 39
7436 7433 12
7433 7418 19
7418 59089 14
59089 7385 9
7433 7436 12
7418 7433 19
59089 7418 14
7385 59089 9
7255 59090 12
59090 59091 14
59091 88388 20
59090 7255 12
59091 59090 14
88388 59091 20
7581 59092 6
59092 59093 21
59092 7581 6
59093 59092 21
59094 59095 41
59095 59096 7
59096 59097 15
59095 59094 41
59096 59095 7
59097 59096 15
59098 59099 56
59099 59098 56
59100 59101 43
59101 59102 3
59102 59103 12
59101 59100 43
59102 59101 3
59103 59102 12
59106 59107 53
59107 41172 3
59107 59106 53
41172 59107 3
59108 59109 39
59109 59108 39
51180 90518 31
90518 7842 54
90518 51180 31
7842 90518 54
51180 59110 29
59110 51180 29
59108 59111 5
59111 59112 16
59112 59113 12
59113 7702 12
59111 59108 5
59112 59111 16
59113 59112 12
7702 59113 12
59114 59115 25
59115 59114 25
59116 59117 31
59117 59116 31
6527 59118 23
59118 6527 23
59119 59120 38
59120 59119 38
59121 59120 31
59120 59122 18
59120 59121 31
59122 59120 18
59123 59124 73
59124 59123 73
59125 59126 25
59126 59127 11
59127 59128 20
59126 59125 25
59127 59126 11
59128 59127 20
59129 59130 31
59130 59129 31
59131 59132 9
59132 59133 31
59133 59134 5
59134 59135 26
59132 59131 9
59133 59132 31
59134 59133 5
59135 59134 26
59136 59137 27
59137 59138 18
59137 59136 27
59138 59137 18
59139 59140 26
59140 59139 26
59141 59140 8
59140 59142 34
59140 59141 8
59142 59140 34
59143 6663 44
6663 59143 44
6663 59144 34
59144 59145 51
59144 6663 34
59145 59144 51
59146 59147 29
59147 59149 38
59149 59148 48
59147 59146 29
59149 59147 38
59148 59149 48
59149 59150 16
59150 59151 47
59150 59149 16
59151 59150 47
6958 85689 3
85689 85690 57
85690 59152 3
85689 6958 3
85690 85689 57
59152 85690 3
59153 59154 32
59154 59153 32
38159 38158 39
38158 38157 14
38157 80743 7
80743 80741 3
80741 80744 3
80744 80742 3
80742 8019 4
38158 38159 39
38157 38158 14
80743 38157 7
80741 80743 3
80744 80741 3
80742 80744 3
8019 80742 4
59158 101 20
101 59158 20
59157 26593 8
26593 121 15
26593 59157 8
121 26593 15
59161 59160 36
59160 59161 36
59162 112 4
112 59162 4
59163 36140 19
36140 59163 19
59165 68795 9
68795 59163 5
68795 59165 9
59163 68795 5
59164 59165 20
59165 59164 20
59166 59164 8
59164 59166 8
59167 63928 7
63928 59168 8
59168 59169 44
59169 59170 9
59170 59171 11
59171 59172 56
59172 59173 12
59174 59175 9
59175 75290 6
75290 59176 100
59176 59177 9
14779 73651 31
73651 14833 41
73651 14779 31
14833 73651 41
59180 59178 37
59178 59179 10
59178 59180 37
59179 59178 10
12939 59182 9
59182 59179 28
59179 59181 27
59181 12915 7
59182 12939 9
59179 59182 28
59181 59179 27
12915 59181 7
59184 59178 32
59178 12922 31
59178 59184 32
12922 59178 31
59186 59185 24
59185 59186 24
59188 59187 28
59187 59188 28
59190 59189 41
59189 59230 3
59189 59190 41
59230 59189 3
59193 59192 19
59192 59190 18
59190 59191 18
59191 59196 6
59196 59223 14
59192 59193 19
59190 59192 18
59191 59190 18
59196 59191 6
59223 59196 14
59195 59194 57
59194 59195 57
13000 59200 5
59200 59194 35
59194 59188 5
59188 59199 27
59199 59198 12
59198 59197 12
59197 59196 48
59200 13000 5
59194 59200 35
59188 59194 5
59199 59188 27
59198 59199 12
59197 59198 12
59196 59197 48
59203 59199 59
59199 59202 63
59202 59201 28
59199 59203 59
59202 59199 63
59201 59202 28
59206 59197 58
59197 59205 63
59205 59204 29
59197 59206 58
59205 59197 63
59204 59205 29
59210 59209 13
59209 59208 27
59208 59207 27
59209 59210 13
59208 59209 27
59207 59208 27
59227 59212 4
59212 59207 8
59207 59211 9
59211 59225 9
59212 59227 4
59207 59212 8
59211 59207 9
59225 59211 9
59214 59213 29
59213 59226 5
59213 59214 29
59226 59213 5
59217 59214 32
59214 59216 62
59216 59204 59
59204 59215 10
59214 59217 32
59216 59214 62
59204 59216 59
59215 59204 10
59231 59219 5
59219 59218 56
59219 59231 5
59218 59219 56
59222 59221 40
59221 59220 36
59221 59222 40
59220 59221 36
59228 59218 31
59218 59227 5
59227 59226 23
59218 59228 31
59227 59218 5
59226 59227 23
59232 59231 32
59231 59230 7
59230 59229 16
59231 59232 32
59230 59231 7
59229 59230 16
59235 59186 30
59186 59202 27
59202 59234 12
59234 59205 11
59205 59233 59
59186 59235 30
59202 59186 27
59234 59202 12
59205 59234 11
59233 59205 59
59237 59201 55
59201 59236 5
59201 59237 55
59236 59201 5
59240 59239 10
59239 59238 70
59239 59240 10
59238 59239 70
59242 59239 30
59239 59241 32
59239 59242 30
59241 59239 32
12632 59244 9
59244 59242 23
59242 59243 16
59244 12632 9
59242 59244 23
59243 59242 16
59246 59247 38
59247 59245 5
59245 59243 25
59243 12707 4
59247 59246 38
59245 59247 5
59243 59245 25
12707 59243 4
59250 59249 80
59249 59248 7
59248 59247 25
59249 59250 80
59248 59249 7
59247 59248 25
59252 59251 16
59251 59252 16
59254 59251 32
59251 59250 1
59250 59253 23
59251 59254 32
59250 59251 1
59253 59250 23
59257 59258 37
59258 59256 5
59256 59255 31
59258 59257 37
59256 59258 5
59255 59256 31
59261 59260 95
59260 59259 7
59259 59258 24
59260 59261 95
59259 59260 7
59258 59259 24
59263 59262 46
59262 59263 46
59266 59265 38
59265 59263 6
59263 59264 19
59265 59266 38
59263 59265 6
59264 59263 19
59269 59266 14
59266 59268 6
59268 59267 62
59266 59269 14
59268 59266 6
59267 59268 62
59272 59271 73
59271 59272 73
59274 59273 32
59273 59274 32
59276 59275 80
59275 59276 80
59278 59276 30
59276 91864 27
91864 59277 11
59276 59278 30
91864 59276 27
59277 91864 11
59280 59279 46
59279 59280 46
59282 59280 27
59280 59281 34
59280 59282 27
59281 59280 34
59284 59282 46
59282 59283 34
59282 59284 46
59283 59282 34
59287 59291 55
59291 91883 3
91883 81122 5
81122 59275 95
59275 91865 28
91865 59286 11
59286 59272 100
59272 59285 28
59291 59287 55
91883 59291 3
81122 91883 5
59275 81122 95
91865 59275 28
59286 91865 11
59272 59286 100
59285 59272 28
47531 59288 28
59288 47531 28
81121 59287 28
59287 59289 31
59287 81121 28
59289 59287 31
81111 59291 29
59291 81111 29
59294 59293 28
59293 59294 28
59297 59296 28
59296 59295 20
59296 59297 28
59295 59296 20
59299 59297 19
59297 59298 66
59297 59299 19
59298 59297 66
59300 59303 7
59303 61777 60
61777 59302 5
59303 59300 7
61777 59303 60
59302 61777 5
35984 61776 73
61776 35985 9
61776 35984 73
35985 61776 9
36109 61780 10
61780 59312 54
59312 36106 18
61780 36109 10
59312 61780 54
36106 59312 18
59307 59306 70
59306 59307 70
59309 59308 69
59308 59309 69
59311 59305 18
59305 59310 51
59305 59311 18
59310 59305 51
59313 59307 30
59307 59309 29
59309 59311 29
59311 59312 13
59307 59313 30
59309 59307 29
59311 59309 29
59312 59311 13
59317 59314 39
59314 59316 40
59314 59317 39
59316 59314 40
59319 59315 39
59315 59318 39
59315 59319 39
59318 59315 39
59320 59318 27
59318 12504 38
12504 59316 30
59316 54319 21
59318 59320 27
12504 59318 38
59316 12504 30
54319 59316 21
59321 59320 6
59320 12515 7
59320 59321 6
12515 59320 7
59323 59322 76
59322 59323 76
59327 59323 33
59323 59326 37
59326 59319 29
59319 59325 38
59325 59317 29
59317 59324 28
59323 59327 33
59326 59323 37
59319 59326 29
59325 59319 38
59317 59325 29
59324 59317 28
59328 59329 38
59329 59328 38
59331 59330 38
59330 59329 39
59330 59331 38
59329 59330 39
59332 59333 39
59333 59332 39
59335 59334 39
59334 59333 39
59334 59335 39
59333 59334 39
59336 59337 38
59337 59336 38
59339 59338 37
59338 59337 39
59338 59339 37
59337 59338 39
59340 59341 37
59341 59340 37
59343 59342 37
59342 59341 39
59342 59343 37
59341 59342 39
59346 59345 16
59345 59344 47
59345 59346 16
59344 59345 47
59349 59348 11
59348 59353 5
59353 59347 93
59348 59349 11
59353 59348 5
59347 59353 93
59352 59351 49
59351 88832 20
88832 88833 48
59351 59352 49
88832 59351 20
88833 88832 48
59354 59352 16
59352 59350 17
59350 88833 2
88833 59353 12
59352 59354 16
59350 59352 17
88833 59350 2
59353 88833 12
12211 59356 14
59356 59357 5
59356 12211 14
59357 59356 5
59362 59358 16
59358 59362 16
59359 59360 34
59360 59361 10
59360 59359 34
59361 59360 10
59365 59368 16
59368 59365 16
59367 59366 9
59366 59364 35
59366 59367 9
59364 59366 35
59371 59366 27
59366 61781 24
61781 59370 13
59370 59360 27
59360 59369 27
59366 59371 27
61781 59366 24
59370 61781 13
59360 59370 27
59369 59360 27
59372 59368 26
59368 59363 2
59363 61782 21
61782 12111 14
12111 59362 27
59362 12121 29
12121 59300 34
59300 59301 40
59368 59372 26
59363 59368 2
61782 59363 21
12111 61782 14
59362 12111 27
12121 59362 29
59300 12121 34
59301 59300 40
59374 59373 10
59373 59374 10
59375 59374 30
59374 59375 30
59380 59379 6
59379 59378 15
59378 59377 7
59377 59376 2
59379 59380 6
59378 59379 15
59377 59378 7
59376 59377 2
59385 59384 21
59384 59385 21
59387 59386 19
59386 59387 19
59390 59389 21
59389 59390 21
59392 59391 19
59391 59392 19
59394 59392 27
59392 59393 30
59392 59394 27
59393 59392 30
59396 59385 27
59385 59373 15
59373 11966 20
11966 59390 27
59390 59395 30
59385 59396 27
59373 59385 15
11966 59373 20
59390 11966 27
59395 59390 30
59399 59387 26
59387 59388 1
59388 59398 24
59398 59397 16
59387 59399 26
59388 59387 1
59398 59388 24
59397 59398 16
59403 59402 23
59402 59403 23
59405 59404 22
59404 59405 22
59406 59405 29
59405 11797 27
11797 59403 35
59403 59400 26
59405 59406 29
11797 59405 27
59403 11797 35
59400 59403 26
59408 59407 39
59407 59408 39
59432 59409 36
59409 59432 36
59411 59410 64
59410 59411 64
59415 59441 3
59441 59414 4
59414 59413 16
59413 59412 6
59441 59415 3
59414 59441 4
59413 59414 16
59412 59413 6
59418 59417 14
59417 59415 71
59415 59416 12
59417 59418 14
59415 59417 71
59416 59415 12
59426 59424 25
59424 59425 26
59424 59426 25
59425 59424 26
59428 59423 25
59423 59427 26
59423 59428 25
59427 59423 26
59431 59428 24
59428 59430 35
59430 59426 27
59426 59429 29
59428 59431 24
59430 59428 35
59426 59430 27
59429 59426 29
59468 35981 17
35981 59427 8
59427 35982 21
35982 35983 41
35983 59432 28
59432 35980 4
35981 59468 17
59427 35981 8
35982 59427 21
35983 35982 41
59432 35983 28
35980 59432 4
59440 59439 7
59439 46503 15
46503 42313 7
42313 59474 2
59474 59438 26
59438 59437 22
59437 59418 23
59418 59436 21
59436 59435 42
59435 59434 43
59434 59433 24
59439 59440 7
46503 59439 15
42313 46503 7
59474 42313 2
59438 59474 26
59437 59438 22
59418 59437 23
59436 59418 21
59435 59436 42
59434 59435 43
59433 59434 24
59445 59443 25
59443 59444 25
59443 59445 25
59444 59443 25
59446 59445 27
59445 59354 29
59445 59446 27
59354 59445 29
59448 59442 25
59442 59447 25
59442 59448 25
59447 59442 25
59451 59448 24
59448 59450 24
59450 59449 17
59448 59451 24
59450 59448 24
59449 59450 17
59453 59452 34
59452 59453 34
59455 59447 24
59447 59453 30
59453 59456 4
59456 59444 27
59444 59454 29
59447 59455 24
59453 59447 30
59456 59453 4
59444 59456 27
59454 59444 29
59457 59446 17
59446 59456 50
59446 59457 17
59456 59446 50
59461 59458 25
59458 59460 25
59458 59461 25
59460 59458 25
59462 59461 27
59461 11425 29
59461 59462 27
11425 59461 29
59464 59459 25
59459 59463 25
59459 59464 25
59463 59459 25
59467 59464 25
59464 59466 24
59466 59465 16
59464 59467 25
59466 59464 24
59465 59466 16
59473 59472 6
59472 59467 5
59467 59471 50
59471 59470 35
59470 59451 16
59451 80091 24
80091 59455 26
59455 59469 34
59469 59440 9
59440 59431 7
59431 59468 51
59468 59422 66
59422 59419 4
59419 59421 4
59421 59412 21
59412 59420 10
59472 59473 6
59467 59472 5
59471 59467 50
59470 59471 35
59451 59470 16
80091 59451 24
59455 80091 26
59469 59455 34
59440 59469 9
59431 59440 7
59468 59431 51
59422 59468 66
59419 59422 4
59421 59419 4
59412 59421 21
59420 59412 10
64013 61735 6
61735 61736 5
61736 61740 7
61740 61739 1
61739 61737 7
61737 61738 11
61738 59481 11
59481 59480 10
61735 64013 6
61736 61735 5
61740 61736 7
61739 61740 1
61737 61739 7
61738 61737 11
59481 61738 11
59480 59481 10
59479 59478 9
59478 59477 8
59477 59476 44
59476 59475 32
59475 80095 10
80095 80096 2
80096 59474 67
59478 59479 9
59477 59478 8
59476 59477 44
59475 59476 32
80095 59475 10
80096 80095 2
59474 80096 67
59488 59487 34
59487 59488 34
59471 59463 24
59463 59488 30
59488 11472 5
11472 59460 26
59460 59489 28
59463 59471 24
59488 59463 30
11472 59488 5
59460 11472 26
59489 59460 28
59491 59490 48
59490 11529 15
59490 59491 48
11529 59490 15
11352 11413 52
11413 11352 52
40741 59502 6
59502 40741 6
59503 82592 6
82592 40741 44
82592 59503 6
40741 82592 44
59504 18766 5
18766 59504 5
59505 59503 52
59503 59504 5
59503 59505 52
59504 59503 5
59506 59505 11
59505 59506 11
18758 59509 10
59509 18758 10
11506 59516 29
59516 11506 29
59528 59529 28
59529 861 76
861 59527 26
59529 59528 28
861 59529 76
59527 861 26
59537 59536 30
59536 1256 11
59536 59537 30
1256 59536 11
36497 75761 49
75761 59538 23
75761 36497 49
59538 75761 23
59060 55956 2
55956 29810 11
29810 55567 23
55567 76350 45
76350 56117 4
56117 28706 6
28706 45721 4
45721 20357 43
20357 76358 4
76358 76362 15
76362 6247 16
6247 53274 8
55956 59060 2
29810 55956 11
55567 29810 23
76350 55567 45
56117 76350 4
28706 56117 6
45721 28706 4
20357 45721 43
76358 20357 4
76362 76358 15
6247 76362 16
53274 6247 8
59550 6726 3
6726 6732 3
6732 40253 3
40253 59544 3
59544 40254 3
40254 6736 3
6736 59541 3
59541 6725 4
6725 6713 4
6713 40255 4
6726 59550 3
6732 6726 3
40253 6732 3
59544 40253 3
40254 59544 3
6736 40254 3
59541 6736 3
6725 59541 4
6713 6725 4
40255 6713 4
59549 40259 3
40259 6714 3
6714 59550 3
40259 59549 3
6714 40259 3
59550 6714 3
40255 6703 3
6703 59618 3
6703 40255 3
59618 6703 3
59547 59542 10
59542 90153 5
90153 59574 7
59574 59541 5
59544 59577 5
59577 90152 8
90152 59543 4
59543 59547 11
59579 59545 17
59545 59547 10
59547 59546 9
59546 59615 16
59556 59555 13
59555 59554 10
59554 66521 10
66521 59553 3
59552 59556 17
59556 59552 17
59549 59588 4
59588 90150 8
90150 59548 3
59548 59552 7
59552 59551 8
59551 90151 3
90151 59585 7
59585 59550 5
59559 59558 13
59558 59557 12
59557 59556 13
59570 59566 12
59566 59565 8
59565 59564 4
59570 59569 11
59569 59568 2
59568 59593 9
59616 59617 13
59617 59620 11
59562 59561 8
59561 59560 6
59560 59620 11
40255 59609 5
59609 90154 8
90154 59563 4
59563 59620 9
41603 59597 4
59597 59567 7
59567 59570 13
59599 59572 9
59572 59571 3
59571 59570 11
59615 59614 2
59614 59613 2
59613 59612 2
59612 59562 2
59562 59611 2
59611 59610 2
59610 59609 2
59609 59608 2
59608 59607 2
59607 59606 2
59606 59605 2
59605 59604 2
59604 59616 2
59616 59603 3
59603 59602 3
59602 59601 3
59601 59600 3
59600 59599 3
59599 59598 3
59598 59597 3
59597 59596 2
59596 59595 2
59595 59565 2
59565 59594 2
59594 59593 2
59593 59592 2
59592 59591 2
59591 59590 2
59590 59559 2
59559 59589 2
59589 59588 2
59588 59587 3
59587 59586 3
59586 59585 3
59585 59584 2
59584 59553 2
59553 59583 2
59583 59582 2
59582 59581 2
59581 59580 2
59580 59579 2
59579 59578 3
59578 59577 3
59577 59576 2
59576 59575 2
59575 59574 2
59574 59573 2
59573 59615 2
59614 59615 2
59613 59614 2
59612 59613 2
59562 59612 2
59611 59562 2
59610 59611 2
59609 59610 2
59608 59609 2
59607 59608 2
59606 59607 2
59605 59606 2
59604 59605 2
59616 59604 2
59603 59616 3
59602 59603 3
59601 59602 3
59600 59601 3
59599 59600 3
59598 59599 3
59597 59598 3
59596 59597 2
59595 59596 2
59565 59595 2
59594 59565 2
59593 59594 2
59592 59593 2
59591 59592 2
59590 59591 2
59559 59590 2
59589 59559 2
59588 59589 2
59587 59588 3
59586 59587 3
59585 59586 3
59584 59585 2
59553 59584 2
59583 59553 2
59582 59583 2
59581 59582 2
59580 59581 2
59579 59580 2
59578 59579 3
59577 59578 3
59576 59577 2
59575 59576 2
59574 59575 2
59573 59574 2
59615 59573 2
59620 59619 9
59619 90155 4
90155 59606 7
59606 59618 4
39334 18128 16
18128 56617 75
56617 18129 4
18129 25566 9
25566 5359 9
18126 39338 16
39338 18127 4
18127 39334 7
39338 18126 16
18127 39338 4
39334 18127 7
40160 39964 93
39964 39965 34
39965 88135 10
88135 39966 8
39966 92275 7
92275 92276 15
92276 59628 18
59628 92277 28
92277 92278 62
92278 92279 75
92279 92280 40
92280 29209 36
18133 62001 33
62001 18132 53
18132 62005 36
62001 18133 33
18132 62001 53
62005 18132 36
59630 71878 5
71878 71877 7
71877 59631 15
59631 59632 16
59632 59633 21
59633 59634 8
59634 59635 4
59635 71875 3
71875 59636 3
59636 71876 3
71876 59637 3
59637 59638 2
59638 59639 22
59639 59640 106
59640 71885 97
71885 59641 31
59641 59642 29
59642 87414 30
87414 71886 35
71886 59643 39
59643 59644 48
59644 59645 56
59645 59646 49
59646 59647 59
59647 59648 100
59648 71887 39
71887 59649 38
59649 71160 31
71160 71906 19
71906 59650 18
59650 71871 12
71871 71905 45
71905 59651 45
59651 59652 15
59652 59653 32
59653 71159 52
71159 59654 24
59654 87457 26
71878 59630 5
71877 71878 7
59631 71877 15
59632 59631 16
59633 59632 21
59634 59633 8
59635 59634 4
71875 59635 3
59636 71875 3
71876 59636 3
59637 71876 3
59638 59637 2
59639 59638 22
59640 59639 106
71885 59640 97
59641 71885 31
59642 59641 29
87414 59642 30
71886 87414 35
59643 71886 39
59644 59643 48
59645 59644 56
59646 59645 49
59647 59646 59
59648 59647 100
71887 59648 39
59649 71887 38
71160 59649 31
71906 71160 19
59650 71906 18
71871 59650 12
71905 71871 45
59651 71905 45
59652 59651 15
59653 59652 32
71159 59653 52
59654 71159 24
87457 59654 26
79341 79333 4
79333 59664 7
59664 59665 11
59665 59666 12
59666 59667 33
59667 59668 15
59668 59669 26
79333 79341 4
59664 79333 7
59665 59664 11
59666 59665 12
59667 59666 33
59668 59667 15
59669 59668 26
59669 59677 18
59677 59678 45
59678 59679 29
59679 59680 30
59680 59681 64
59677 59669 18
59678 59677 45
59679 59678 29
59680 59679 30
59681 59680 64
46708 59682 8
59682 59683 10
59683 79482 31
79482 59684 40
59684 59685 64
59685 59714 48
59714 59686 27
59686 59681 32
59681 59687 27
59687 59688 126
59688 79498 8
79498 59689 70
59689 79503 47
79503 73986 5
73986 59690 7
59690 59691 17
59691 59692 58
59692 59693 60
59682 46708 8
59683 59682 10
79482 59683 31
59684 79482 40
59685 59684 64
59714 59685 48
59686 59714 27
59681 59686 32
59687 59681 27
59688 59687 126
79498 59688 8
59689 79498 70
79503 59689 47
73986 79503 5
59690 73986 7
59691 59690 17
59692 59691 58
59693 59692 60
46714 59697 12
59697 46715 19
46715 46716 6
46716 46717 6
46717 46718 6
46718 46719 11
46719 46720 24
46720 46721 24
46721 46722 19
46722 46723 36
46723 46724 36
46724 46725 11
46725 46726 13
46726 46727 16
46727 46728 17
46728 46729 2
46729 46730 4
46730 46731 35
46731 46732 16
46732 79518 50
79518 46733 8
46733 46734 24
46734 46735 10
46735 46736 19
46736 46737 18
46737 46738 26
46738 46739 13
46739 46740 28
46740 73993 14
73993 46741 9
46741 46742 31
46742 59709 10
59709 46743 8
46743 87635 19
87635 46744 25
46744 87636 17
87636 46745 18
46745 46746 26
46746 79478 16
79478 46747 9
46747 59694 7
59694 46748 8
46748 46749 21
46749 46750 28
46750 46751 10
46751 46752 8
46752 46753 5
46753 46754 10
46754 49470 10
59697 46714 12
46715 59697 19
46716 46715 6
46717 46716 6
46718 46717 6
46719 46718 11
46720 46719 24
46721 46720 24
46722 46721 19
46723 46722 36
46724 46723 36
46725 46724 11
46726 46725 13
46727 46726 16
46728 46727 17
46729 46728 2
46730 46729 4
46731 46730 35
46732 46731 16
79518 46732 50
46733 79518 8
46734 46733 24
46735 46734 10
46736 46735 19
46737 46736 18
46738 46737 26
46739 46738 13
46740 46739 28
73993 46740 14
46741 73993 9
46742 46741 31
59709 46742 10
46743 59709 8
87635 46743 19
46744 87635 25
87636 46744 17
46745 87636 18
46746 46745 26
79478 46746 16
46747 79478 9
59694 46747 7
46748 59694 8
46749 46748 21
46750 46749 28
46751 46750 10
46752 46751 8
46753 46752 5
46754 46753 10
49470 46754 10
59697 59670 7
59670 59671 8
59671 59672 9
59672 59673 12
59673 59674 13
59674 59675 15
59675 59676 17
59676 59712 15
59712 59713 5
59713 59714 19
59670 59697 7
59671 59670 8
59672 59671 9
59673 59672 12
59674 59673 13
59675 59674 15
59676 59675 17
59712 59676 15
59713 59712 5
59714 59713 19
59709 59710 52
59710 59693 13
59693 59711 109
59711 91542 88
91542 70460 45
59710 59709 52
59693 59710 13
59711 59693 109
91542 59711 88
70460 91542 45
59711 59698 24
59698 59699 16
59699 59700 30
59700 91543 3
91543 59701 42
59701 59702 29
59702 59703 54
59703 59704 38
59704 66190 20
66190 59705 22
59705 59706 12
59706 59707 17
59707 66187 5
59698 59711 24
59699 59698 16
59700 59699 30
91543 59700 3
59701 91543 42
59702 59701 29
59703 59702 54
59704 59703 38
66190 59704 20
59705 66190 22
59706 59705 12
59707 59706 17
66187 59707 5
55972 59703 42
59703 73987 18
73987 73983 29
59703 55972 42
73987 59703 18
73983 73987 29
59715 59716 19
59716 59717 17
59717 59718 11
59718 59719 16
59719 59720 19
59720 59721 11
59721 44283 6
59716 59715 19
59717 59716 17
59718 59717 11
59719 59718 16
59720 59719 19
59721 59720 11
44283 59721 6
44272 59722 26
59722 59723 71
59723 76057 18
76057 59724 31
59724 59725 40
59725 59726 43
59726 59727 22
59727 59728 30
59728 59729 30
59729 59730 8
59722 44272 26
59723 59722 71
76057 59723 18
59724 76057 31
59725 59724 40
59726 59725 43
59727 59726 22
59728 59727 30
59729 59728 30
59730 59729 8
11771 35919 18
35919 11771 18
11771 11783 17
11783 73825 3
73825 58715 5
58715 59731 27
11783 11771 17
73825 11783 3
58715 73825 5
59731 58715 27
58713 59731 3
59731 58713 3
59731 35922 7
35922 11831 42
11831 79346 19
79346 11864 19
35922 59731 7
11831 35922 42
79346 11831 19
11864 79346 19
84969 84967 9
84967 5517 57
5517 74172 20
74172 84968 10
84968 5535 22
84967 84969 9
5517 84967 57
74172 5517 20
84968 74172 10
5535 84968 22
5671 59846 10
59846 62039 12
62039 60230 10
59734 58773 5
58773 59735 24
59735 59740 7
59740 59736 11
58773 59734 5
59735 58773 24
59740 59735 7
59736 59740 11
59737 59738 36
59738 59737 36
59738 59741 3
59741 59739 5
59739 59740 6
59741 59738 3
59739 59741 5
59740 59739 6
39233 59744 30
59744 59742 26
59742 59743 30
59743 39233 25
59744 39233 30
59742 59744 26
59743 59742 30
39233 59743 25
59745 59746 11
59746 59747 9
59747 59748 7
59748 59749 7
59749 59750 7
59750 59751 7
59751 59752 10
59752 59753 8
59746 59745 11
59747 59746 9
59748 59747 7
59749 59748 7
59750 59749 7
59751 59750 7
59752 59751 10
59753 59752 8
59754 59755 28
59755 59756 29
59756 59757 28
59757 59754 29
59755 59754 28
59756 59755 29
59757 59756 28
59754 59757 29
59759 59763 12
59763 59760 13
59760 59761 84
59761 59764 14
59764 59762 12
59763 59759 12
59760 59763 13
59761 59760 84
59764 59761 14
59762 59764 12
59763 59764 84
59764 59763 84
59767 59766 78
59766 59767 78
59785 59769 23
59769 59768 6
59769 59785 23
59768 59769 6
59770 59769 37
59769 59770 37
59771 59770 37
59770 59784 5
59770 59771 37
59784 59770 5
59773 59768 9
59768 59772 65
59772 59771 6
59771 59774 49
59768 59773 9
59772 59768 65
59771 59772 6
59774 59771 49
59777 59776 31
59776 59775 16
59775 59774 31
59776 59777 31
59775 59776 16
59774 59775 31
59783 59778 26
59778 59780 16
59778 59783 26
59780 59778 16
59782 59781 25
59781 59780 26
59780 59779 16
59779 59786 26
59781 59782 25
59780 59781 26
59779 59780 16
59786 59779 26
59787 59774 26
59774 59777 16
59777 59783 18
59783 59781 16
59781 59786 16
59786 59785 25
59785 59782 16
59782 59784 16
59784 59783 25
59774 59787 26
59777 59774 16
59783 59777 18
59781 59783 16
59786 59781 16
59785 59786 25
59782 59785 16
59784 59782 16
59783 59784 25
59789 69451 85
69451 69448 29
69448 59788 5
69451 59789 85
69448 69451 29
59788 69448 5
59791 59790 45
59790 59791 45
59793 59792 49
59792 59793 49
59795 59794 53
59794 59795 53
59797 59796 57
59796 59797 57
59811 59810 98
59810 59809 78
59809 59808 226
59808 59807 119
59807 59806 15
59806 59805 17
59805 59804 13
59804 59803 11
59803 59802 37
59802 86794 119
86794 86774 4
86774 86773 3
86773 86772 4
86772 86771 6
86771 86770 67
86770 86750 6
86750 86751 8
86751 86769 5
86769 86768 10
86768 86767 4
86767 86766 4
86766 86765 4
